ano,munip_cod,munip_nome,munip_turistico,abast_rede_fator_correcao,esgot_fator_correcao,idh_2010,idhm_e_2010,idhm_l_2010,idhm_r_2010,proj_pop_urbana,proj_pop_rural,proj_pop_total,proj_domicilios_total,pop_total_2010,pop_urbana_2010,pop_rural_2010,pop_servida_abast_agua,pop_servida_poco_nasc,pop_abast_sist_adequados,pop_servida_rede_esgoto,pop_fossa_septica,pop_fossa_rudimentar,pop_servida_coleta_esgoto,prop_pop_abast_sist_adequados,prop_pop_servida_poco_nasc,prop_pop_servida_rede_publica_agua,prop_pop_servida_coleta_esgoto,prop_pop_fossa_septica,prop_pop_servida_rede_coleta,prop_perdas_rede_dist,prop_esgoto_tratado,domicilios_total_2010,num_dom_fossa_septica,num_dom_fossa_rudimentar,num_dom_abast_poco_na_propriedade,taxa_hab_domicilio,volume_agua_efe_disp,volume_agua_perdido_rede,volume_agua_efe_consumido,volume_esgoto_produzido,volume_esgoto_tratado,consumo_medio_per_capita,ind_ag013,abast_rede_geral_ibge_2010
2010,350020,Adolfo,não,0.8716666666666667,0.8634471273938384,0.73,0.648,0.844,0.71,3200,357,3557,1200,3557,3200,357,3100.5183333333334,376.4491666666667,3476.9675,3073.8408333333336,284.56,195.63500000000002,3358.4008333333336,97.75,10.583333333333336,87.16666666666666,94.41666666666667,8,86.41666666666667,18.475947211579395,93.38939956972423,1200,96,66,127,2.964166666666667,234.9,43.400000000000006,204.52,163.616,152.8,180.72099787292157,1200,1046
2011,350020,Adolfo,não,0.8716666666666667,0.8634471273938384,0.73,0.648,0.844,0.71,3205,342,3547,1208,3557,3200,357,3214.6547130242825,375.3908333333333,3590.045546357616,3191.94745341906,283.76,195.085,3475.7074534190597,101.2135761589404,10.583333333333334,90.63024282560707,97.99006071099689,8,89.99006071099689,12.775871563519296,95.15230882311893,1200,96.64,66.44,127.84666666666666,2.9362582781456954,236.07,30.159999999999997,214.958,171.96640000000002,163.63,183.20039941185794,1256,1046
2012,350020,Adolfo,não,0.8716666666666667,0.8634471273938384,0.73,0.648,0.844,0.71,3206,329,3535,1217,3557,3200,357,3324.4055943577105,374.1208333333334,3698.526427691044,3305.5977113019344,282.8,194.425,3588.3977113019346,104.62592440427281,10.583333333333336,94.04259107093947,101.51054345974356,8,93.51054345974356,12.001633986928102,95.90427856614072,1200,97.36,66.935,128.79916666666668,2.90468364831553,244.8,29.379999999999995,224.234,179.3872,172.04,184.79686325581775,1313,1046
2013,350020,Adolfo,não,0.8716666666666667,0.8634471273938384,0.73,0.648,0.844,0.71,3206,317,3523,1226,3557,3200,357,3429.0677011963026,372.85083333333336,3801.918534529636,3404.1762180238597,281.84,193.76500000000001,3686.01621802386,107.91707449700925,10.583333333333334,97.33374116367592,104.62719892205108,7.999999999999999,96.62719892205108,7.765549647582541,97.45142139812225,1200,98.08,67.43,129.75166666666667,2.873572593800979,242.60999999999999,18.840000000000003,229.42199999999997,183.5376,178.86,183.30154999221799,1369,1046
2014,350020,Adolfo,não,0.8716666666666667,0.8634471273938384,0.73,0.648,0.844,0.71,3206,306,3512,1235,3557,3200,357,3564.4856788124157,371.68666666666667,3936.172345479082,3543.150742802051,280.96,193.16,3824.110742802051,112.07780026990552,10.583333333333334,101.4944669365722,108.88698014812218,7.999999999999999,100.88698014812218,8.677191492646772,102.55965052150542,1200,98.8,67.925,130.70416666666668,2.8437246963562752,259.07,22.47999999999999,243.334,194.6672,199.65,187.03076775238995,1438,1046
2015,350020,Adolfo,não,0.8716666666666667,0.8634471273938384,0.73,0.648,0.844,0.71,3205,296,3501,1243,3557,3200,357,3638.476918744972,370.52250000000004,4008.999418744972,3613.895086087419,280.08,192.555,3893.9750860874187,114.51012335746849,10.583333333333336,103.92679002413516,111.22465255890941,8,103.22465255890941,7.74437339091439,103.87899809013676,1200,99.44,68.365,131.55083333333334,2.8165728077232504,240.82000000000002,18.650000000000034,227.765,182.212,189.28,171.50409706195953,1482,1046
2016,350020,Adolfo,não,0.8716666666666667,0.8634471273938384,0.73,0.648,0.844,0.71,3203,287,3490,1250,3557,3200,357,3665.14216,369.3583333333333,4034.500493333333,3640.2240133222313,279.2,191.95,3919.424013322231,115.60173333333333,10.583333333333332,105.0184,112.30441298917569,8,104.30441298917569,8.873250511086656,121.45216527429041,1200,100,68.75,132.29166666666666,2.792,254.36,22.57000000000002,238.561,190.8488,231.79,178.32644745815747,1506,1046
2017,350020,Adolfo,não,0.8716666666666667,0.8634471273938384,0.73,0.648,0.844,0.71,3200,279,3479,1257,3557,3200,357,3693.556784672501,368.19416666666666,4061.750951339168,3665.897009718102,278.32,191.34500000000003,3944.217009718102,116.75053036329888,10.583333333333334,106.16719702996555,113.37214744806272,8,105.37214744806272,12.475647858849486,119.87397902469672,1200,100.56,69.135,133.0325,2.767700875099443,272.05,33.940000000000026,248.292,198.6336,238.10999999999999,184.1726266717832,1531,1046
2018,350020,Adolfo,não,0.8716666666666667,0.8634471273938384,0.73,0.648,0.844,0.71,3198,271,3469,1264,3557,3200,357,3856.31677742616,367.1358333333333,4223.452610759494,3829.431728833567,277.52,190.795,4106.951728833566,121.74841772151899,10.583333333333334,111.16508438818566,118.39007578073124,8,110.39007578073124,10.978835978835987,120.54019200458517,1200,101.12,69.52,133.77333333333334,2.7444620253164556,272.16,29.880000000000024,251.244,200.9952,242.28,178.4966759102241,1612,1046
2019,350020,Adolfo,não,0.8716666666666667,0.8634471273938384,0.73,0.648,0.844,0.71,3194,264,3458,1271,3557,3200,357,3884.577356412274,365.9716666666667,4250.549023078941,3852.6453761650237,276.64000000000004,190.19,4129.285376165024,122.9192892735379,10.583333333333334,112.33595594020457,119.41253256694691,8.000000000000002,111.41253256694691,8.913781150800892,121.43488125026754,1200,101.68,69.905,134.51416666666668,2.7206923682140047,274.07,24.430000000000007,256.969,205.5752,249.64,181.2358444534803,1638,1046
2010,350030,Aguaí,não,NA,1.0046522183138544,0.715,0.606,0.858,0.703,29001,3147,32148,9881,32148,29001,3147,NA,2850.080761056573,NA,28806.638194514722,296.0700333974294,2837.0666936544885,29102.708227912153,NA,8.865499443376176,NA,90.52727456735148,0.9209594170630504,89.60631515028844,6.579773869346734,0,9881,91,872,876,3.253516850521202,6368,419,6074.7,4859.76,0,NA,NA,8896
2011,350030,Aguaí,não,NA,1.0046522183138544,0.715,0.606,0.858,0.703,29359,3105,32464,10089,32148,29001,3147,28358.135791456043,2878.095739297642,31236.231530753685,28490.064030131827,298.98026515534866,2864.953749620484,28789.044295287174,96.21806163982775,8.865499443376176,87.35256219645157,88.67990480312707,0.9209594170630503,87.75894538606403,6.271558482282848,0,9881,92.91559558749114,890.3560368383767,894.4402388422225,3.217761918921598,6378,400,6098,4878.4000000000005,0,589.1377852877783,8813,8896
2012,350030,Aguaí,não,NA,1.0046522183138544,0.715,0.606,0.858,0.703,29752,3068,32820,10301,32148,29001,3147,28547.441995922727,2909.656917316061,31457.098913238788,28961.931964293686,302.2588806800931,2896.3708126707825,29264.19084497378,95.84734586605359,8.865499443376176,86.9818464226774,89.16572469522784,0.9209594170630503,88.24476527816479,6.1538650888156585,0,9881,94.8680295516648,909.0650743851837,913.2350976621799,3.186098437044947,6499.98,400,6219.98,4975.984,0,596.937585452465,8960,8896
2013,350030,Aguaí,não,NA,1.0046522183138544,0.715,0.606,0.858,0.703,30148,3031,33179,10518,32148,29001,3147,NA,2941.4840603177818,NA,NA,305.56512498734946,2928.052626252404,NA,NA,8.865499443376176,NA,NA,0.9209594170630503,NA,NA,NA,9881,96.86651148669162,928.2153628175287,932.4732314543062,3.1544970526716107,NA,NA,NA,NA,NA,NA,NA,8896
2014,350030,Aguaí,não,NA,1.0046522183138544,0.715,0.606,0.858,0.703,30548,2994,33542,10739,32148,29001,3147,NA,2973.665823297237,NA,NA,308.90820767128827,2960.087440542455,NA,NA,8.865499443376175,NA,NA,0.9209594170630501,NA,NA,NA,9881,98.90183179840096,947.7186519583039,952.0659852241675,3.123382065369215,NA,NA,NA,NA,NA,NA,NA,8896
2015,350030,Aguaí,não,NA,1.0046522183138544,0.715,0.606,0.858,0.703,30950,2959,33909,10964,32148,29001,3147,NA,3006.2022062544274,NA,NA,312.2881287319097,2992.4752555409373,NA,NA,8.865499443376176,NA,NA,0.9209594170630503,NA,NA,NA,9881,100.97399048679283,967.5749418075094,972.013358971764,3.0927581174753738,NA,NA,NA,NA,NA,NA,NA,8896
2016,350030,Aguaí,não,NA,1.0046522183138544,0.715,0.606,0.858,0.703,31322,2920,34242,11175,32148,29001,3147,NA,3035.72431940087,NA,NA,315.3549235907297,3021.8625645177617,NA,NA,8.865499443376176,NA,NA,0.9209594170630503,NA,7.206486767960435,105.31241125375792,9881,102.91721485679587,986.1957291772088,990.7195627972877,3.0641610738255034,2150.84,155.00000000000023,2042.34,1633.872,1720.6699999999998,NA,NA,8896
