ano,munip_cod,munip_nome,munip_turistico,abast_rede_fator_correcao,esgot_fator_correcao,idh_2010,idhm_e_2010,idhm_l_2010,idhm_r_2010,proj_pop_urbana,proj_pop_rural,proj_pop_total,proj_domicilios_total,pop_total_2010,pop_urbana_2010,pop_rural_2010,pop_servida_abast_agua,pop_servida_poco_nasc,pop_abast_sist_adequados,pop_servida_rede_esgoto,pop_fossa_septica,pop_fossa_rudimentar,pop_servida_coleta_esgoto,prop_pop_abast_sist_adequados,prop_pop_servida_poco_nasc,prop_pop_servida_rede_publica_agua,prop_pop_servida_coleta_esgoto,prop_pop_fossa_septica,prop_pop_servida_rede_coleta,prop_perdas_rede_dist,prop_esgoto_tratado,domicilios_total_2010,num_dom_fossa_septica,num_dom_fossa_rudimentar,num_dom_abast_poco_na_propriedade,taxa_hab_domicilio,volume_agua_efe_disp,volume_agua_perdido_rede,volume_agua_efe_consumido,volume_esgoto_produzido,volume_esgoto_tratado,consumo_medio_per_capita,ind_ag013,abast_rede_geral_ibge_2010
2012,350280,Araçatuba,não,0.841207592373401,0.8378135561798554,0.788,0.744,0.841,0.782,179941,3539,183480,62407,181579,178077,3502,196834.28356236688,4213.616656218035,201047.90021858492,193217.264990347,1982.700366252021,3444.752697396641,195199.96535659902,109.57483116338832,2.296499158610222,107.27833200477811,106.38759829768858,1.0806084402943215,105.30698985739426,43.98109868182782,92.90569587061844,60614,674.3753093344772,1171.6627511795955,1433.1762299138811,2.9400548015446986,26341.02,11585.070000000002,18231.470999999998,14585.1768,13550.46,253.76288475992015,79587,58988
2013,350280,Araçatuba,não,0.841207592373401,0.8378135561798554,0.788,0.744,0.841,0.782,180933,3558,184491,63323,181579,178077,3502,197006.74584315333,4236.834262711584,201243.5801058649,194727.7738700907,1993.6253175833967,3463.7337578777187,196721.39918767408,109.08043216518143,2.296499158610222,106.78393300657122,106.62926602797647,1.0806084402943217,105.54865758768214,44.18770618631409,101.00872998046948,60614,684.2736826475732,1188.8602303098296,1454.212162206751,2.913491148555817,27253.87,12042.859999999999,18823.868,15059.0944,15211,261.7790618040541,80383,58988
2014,350280,Araçatuba,não,0.841207592373401,0.8378135561798554,0.788,0.744,0.841,0.782,181931,3578,185509,64252,181579,178077,3502,188992.61718886057,4260.2126241462365,193252.8298130068,183012.42406288203,2004.6259115055927,3482.846240142542,185017.04997438763,104.17436879774394,2.296499158610222,101.87786963913372,99.73481069618597,1.0806084402943215,98.65420225589165,42.000683689853425,102.69070375046543,60614,694.3125350579074,1206.301778467021,1475.5466393902398,2.8872097366618936,24133.75,10136.34,17038.311999999998,13630.649599999999,13997.41,246.99539878146334,77815,58988
2015,350280,Araçatuba,não,0.841207592373401,0.8378135561798554,0.788,0.744,0.841,0.782,182935,3598,186533,65194,181579,178077,3502,180377.47564947486,4283.728775530405,184661.20442500527,194545.60086220223,2015.6913419342063,3502.0713696505763,196561.29220413644,98.9965338170754,2.296499158610222,96.70003465846519,105.37614910184065,1.0806084402943212,104.29554066154633,40.734019386920394,103.63187556489217,60614,704.4918665654799,1223.98739565117,1497.179661464348,2.861198883332822,22432.649999999998,9137.719999999998,16036.246,12828.9968,13294.93,243.57210006266718,74943,58988
2016,350280,Araçatuba,não,0.841207592373401,0.8378135561798554,0.788,0.744,0.841,0.782,183700,3613,187313,66013,181579,178077,3502,185446.19841927435,4301.641468967565,189747.83988824193,201507.93474462937,2024.1200877685021,3516.7155112680243,203532.05483239787,101.2998776850736,2.296499158610222,99.00337852646338,108.65879828543554,1.0806084402943215,107.57818984514121,41.020373628186015,103.42115345533935,60614,713.3420496914904,1239.3637443494904,1515.987989573366,2.8375168527411265,23283.04,9550.79,16597.487,13277.9896,13732.25,245.2062512517996,77692,58988
2017,350280,Araçatuba,não,0.841207592373401,0.8378135561798554,0.788,0.744,0.841,0.782,184469,3628,188097,66842,181579,178077,3502,183474.8511314389,4319.646022371069,187794.49715380996,183015.14233902557,2032.5920579404096,3531.434751047613,185047.73439696597,99.8391772084669,2.296499158610222,97.54267804985668,98.37888663666405,1.0806084402943215,97.29827819636972,36.64652036011808,106.51591242280438,60614,722.3002936615303,1254.9278384531628,1535.0259675982445,2.8140540378803744,21865.05,8012.779999999999,16256.104,13004.8832,13852.27,242.74319318548353,77507,58988
2018,350280,Araçatuba,não,0.841207592373401,0.8378135561798554,0.788,0.744,0.841,0.782,185241,3643,188884,67682,181579,178077,3502,186026.63017015313,4337.719470749332,190364.34964090245,185479.48265029263,2041.096446365526,3546.2103144488074,187520.57909665816,100.78373480067262,2.296499158610222,98.4872356420624,99.27817025087258,1.0806084402943215,98.19756181057825,37.93525027930211,107.95168833349757,60614,731.3774045600026,1270.6984525027221,1554.3165605305703,2.790756774327,23155.93,8784.26,17006.948,13605.558400000002,14687.43,250.47154829162497,79241,58988
2019,350280,Araçatuba,não,0.841207592373401,0.8378135561798554,0.788,0.744,0.841,0.782,186016,3658,189674,68532,181579,178077,3502,193458.24616716898,4355.861814102353,197814.10798127134,190838.89452056354,2049.6332530438513,3561.0422014716078,192888.52777360738,104.29163089367617,2.296499158610222,101.99513173506595,101.69476458218173,1.0806084402943215,100.6141561418874,36.97470474532488,110.05050699473469,60614,740.5625763025043,1286.6568119576336,1573.8368033787574,2.767670577248585,23482.27,8682.5,17404.52,13923.616000000002,15323.01,246.4801443364287,83094,58988
2010,350290,Araçoiaba da Serra,não,0.643417203042715,1.0879712746858168,0.776,0.723,0.86,0.751,18764,8535,27299,8568,27299,18764,8535,17517.49556489262,8749.189309056957,26266.684873949576,7723.246498599439,6945.823996265172,12518.41398225957,14669.070494864613,96.21848739495798,32.04948646125117,64.1690009337068,53.73482726423903,25.443510737628383,28.291316526610647,45.21873556987694,25.475209221306056,8568,2180,3929,2746.0000000000005,3.186157796451914,2490.4500000000003,1126.1500000000003,1702.145,1361.7160000000001,346.9,266.21447921186876,8545,5498
2011,350290,Araçoiaba da Serra,não,0.643417203042715,1.0879712746858168,0.776,0.723,0.86,0.751,19068,8674,27742,8787,27299,18764,8535,18818.645266149666,8891.1685340803,27709.813800229967,8336.511360118862,7058.538748832865,12721.559056956115,15395.050108951727,99.88398024738652,32.04948646125117,67.83449378613534,55.49365622143944,25.443510737628376,30.05014548381106,34.45798613815123,28.249094925682556,8568,2235.721288515406,4029.426120448179,2816.18837535014,3.157163992261295,2568.2,884.9499999999998,1948.735,1558.988,440.4,283.7079887787464,9264,5498
2012,350290,Araçoiaba da Serra,não,0.643417203042715,1.0879712746858168,0.776,0.723,0.86,0.751,19430,8838,28268,9012,27299,18764,8535,20932.884450120077,9059.74883286648,29992.633282986557,9773.820127322755,7192.371615312792,12962.76517273576,16966.191742635547,106.1010092082445,32.04948646125117,74.05152274699333,60.01907366150965,25.443510737628383,34.575562923881265,35.4693108718058,28.976171339416577,8568,2292.96918767507,4132.603641456582,2888.2997198879552,3.1367066134043498,2813.7,997.9999999999998,2115.1,1692.08,490.3,276.8273304310293,10372,5498
2013,350290,Araçoiaba da Serra,não,0.643417203042715,1.0879712746858168,0.776,0.723,0.86,0.751,19798,9006,28804,9242,27299,18764,8535,23219.376864237838,9231.534080298787,32450.910944536627,10491.18574985712,7328.748832866479,13208.556956115779,17819.9345827236,112.6611267342613,32.04948646125117,80.61164027301012,61.8661803316331,25.443510737628376,36.42266959400473,36.62030309321154,31.114492025384777,8568,2351.489262371615,4238.073996265172,2962.013538748833,3.116641419606146,2890.2,1058.3999999999999,2149.3199999999997,1719.456,535,253.60490850531556,11579,5498
2014,350290,Araçoiaba da Serra,não,0.643417203042715,1.0879712746858168,0.776,0.723,0.86,0.751,20174,9177,29351,9478,27299,18764,8535,24914.250773859476,9406.844771241831,34321.09554510131,10791.468955604643,7467.924836601306,13459.392973856207,18259.39379220595,116.93330906988282,32.04948646125117,84.88382260863165,62.210465715668796,25.443510737628383,36.76695497804042,22.882119382069323,24.344070813336298,8568,2411.535947712418,4346.295751633987,3037.650326797386,3.0967503692762186,2997.1,685.7999999999997,2517.04,2013.632,490.2,276.78937900213396,12504,5498
2015,350290,Araçoiaba da Serra,não,0.643417203042715,1.0879712746858168,0.776,0.723,0.86,0.751,20557,9350,29907,9720,27299,18764,8535,25229.289315389116,9585.039915966387,34814.3292313555,10779.035108717333,7609.39075630252,13714.356092436974,18388.425865019854,116.40863086018491,32.04948646125117,84.35914439893375,61.485357491623546,25.443510737628376,36.04184675399517,36.471081893838736,34.28006291966004,8568,2473.1092436974786,4457.268907563025,3115.210084033614,3.0768518518518517,2859.8,1043.0000000000002,2129.7,1703.76,584.05,231.2706651228932,12744,5498
2016,350290,Araçoiaba da Serra,não,0.643417203042715,1.0879712746858168,0.776,0.723,0.86,0.751,20887,9501,30388,9940,27299,18764,8535,26074.794670233216,9739.197945845004,35813.99261607822,11082.510592459603,7731.774042950512,13934.926704014939,18814.284635410113,117.8557082271891,32.04948646125116,85.80622176593793,61.91353374822336,25.443510737628376,36.470023010594986,22.490563538838483,29.983675990817055,8568,2529.084967320261,4558.153594771242,3185.718954248366,3.057142857142857,3020.2,679.2599999999998,2544.718,2035.7744,610.4,267.37814142579947,13256,5498
2017,350290,Araçoiaba da Serra,não,0.643417203042715,1.0879712746858168,0.776,0.723,0.86,0.751,21223,9653,30876,10165,27299,18764,8535,26112.30932478931,9895.599439775913,36007.90876456522,12680.105807497652,7855.93837535014,14158.707282913167,20536.044182847792,116.62102851588682,32.04948646125118,84.57154205463564,66.51134921248799,25.443510737628383,41.0678384748596,39.048603281974195,34.326960786426305,8568,2586.332866479925,4661.331115779645,3257.8302987861816,3.037481554353173,3193.2,1246.8999999999999,2320.37,1856.296,637.21,243.45522271202168,13361,5498
2018,350290,Araçoiaba da Serra,não,0.643417203042715,1.0879712746858168,0.776,0.723,0.86,0.751,21564,9809,31373,10395,27299,18764,8535,26745.6262740757,10054.885387488328,36800.51166156403,11912.866178066894,7982.392623716151,14386.614962651725,19895.258801783046,117.29994473452979,32.04948646125116,85.25045827327862,63.41522583681205,25.443510737628376,37.97171509918367,38.01401438318274,35.03237059092032,8568,2644.8529411764703,4766.801470588235,3331.544117647059,3.018085618085618,3253.8,1236.9,2387.9700000000003,1910.3760000000002,669.25,244.61508190538464,13773,5498
2019,350290,Araçoiaba da Serra,não,0.643417203042715,1.0879712746858168,0.776,0.723,0.86,0.751,21911,9967,31878,10630,27299,18764,8535,27652.0266153786,10216.735294117647,37868.76190949624,12881.08288489438,8110.882352941176,14618.191176470586,20991.965237835557,118.79277843495903,32.04948646125116,86.74329197370787,65.85094810789748,25.443510737628383,40.40743737026909,31.181708135461527,36.31491091371663,8568,2704.645191409897,4874.564659197012,3406.860410830999,2.998871119473189,3114.3900000000003,971.1200000000003,2434.606,1947.6848000000002,707.3,241.21752511795816,14331,5498
2010,350300,Aramina,não,NA,NA,0.74,0.656,0.856,0.723,4816,336,5152,1649,5152,4816,336,NA,234.32383262583383,NA,NA,137.46998180715585,312.43177683444515,NA,NA,4.548211036992116,NA,NA,2.668283808368708,NA,NA,NA,1649,44,100,75,3.124317768344451,NA,NA,NA,NA,NA,NA,NA,1540
2011,350300,Aramina,não,NA,NA,0.74,0.656,0.856,0.723,4869,317,5186,1676,5152,4816,336,NA,235.87022437841114,NA,NA,138.3771983020012,314.49363250454815,NA,NA,4.548211036992116,NA,NA,2.668283808368708,NA,NA,NA,1649,44.72043662825955,101.63735597331716,76.22801697998787,3.094272076372315,NA,NA,NA,NA,NA,NA,NA,1540
2012,350300,Aramina,não,NA,NA,0.74,0.656,0.856,0.723,4925,300,5225,1704,5152,4816,336,NA,237.64402668283807,NA,NA,139.417828987265,316.85870224378414,NA,NA,4.548211036992116,NA,NA,2.668283808368708,NA,NA,NA,1649,45.467556094602784,103.33535476046089,77.50151607034566,3.0663145539906105,NA,NA,NA,NA,NA,NA,NA,1540
2013,350300,Aramina,não,NA,NA,0.74,0.656,0.856,0.723,4977,285,5262,1732,5152,4816,336,NA,239.32686476652512,NA,NA,140.40509399636142,319.10248635536686,NA,NA,4.548211036992115,NA,NA,2.6682838083687077,NA,NA,NA,1649,46.21467556094603,105.0333535476046,78.77501516070345,3.0381062355658197,NA,NA,NA,NA,NA,NA,NA,1540
2014,350300,Aramina,não,NA,NA,0.74,0.656,0.856,0.723,5031,270,5301,1761,5152,4816,336,NA,241.10066707095206,NA,NA,141.4457246816252,321.4675560946028,NA,NA,4.548211036992115,NA,NA,2.6682838083687077,NA,NA,NA,1649,46.98847786537295,106.7919951485749,80.09399636143117,3.0102214650766608,NA,NA,NA,NA,NA,NA,NA,1540
2015,350300,Aramina,não,NA,NA,0.74,0.656,0.856,0.723,5083,257,5340,1791,5152,4816,336,NA,242.87446937537902,NA,NA,142.48635536688903,323.8326258338387,NA,NA,4.548211036992116,NA,NA,2.6682838083687086,NA,NA,NA,1649,47.78896300788357,108.61127956337174,81.4584596725288,2.9815745393634843,NA,NA,NA,NA,NA,NA,NA,1540
2016,350300,Aramina,não,NA,NA,0.74,0.656,0.856,0.723,5127,244,5371,1817,5152,4816,336,NA,244.2844147968466,NA,NA,143.3135233474833,325.7125530624621,NA,NA,4.548211036992117,NA,NA,2.668283808368708,NA,NA,NA,1649,48.48271679805943,110.18799272286235,82.64099454214676,2.9559713813979087,NA,NA,NA,NA,NA,NA,NA,1540
2017,350300,Aramina,não,NA,NA,0.74,0.656,0.856,0.723,5169,233,5402,1843,5152,4816,336,NA,245.6943602183141,NA,NA,144.14069132807762,327.5924802910855,NA,NA,4.548211036992116,NA,NA,2.668283808368708,NA,NA,NA,1649,49.17647058823529,111.76470588235294,83.8235294117647,2.931090613130765,NA,NA,NA,NA,NA,NA,NA,1540
2018,350300,Aramina,não,NA,NA,0.74,0.656,0.856,0.723,5211,222,5433,1870,5152,4816,336,NA,247.1043056397817,NA,NA,144.96785930867193,329.4724075197089,NA,NA,4.548211036992117,NA,NA,2.6682838083687086,NA,NA,NA,1649,49.896907216494846,113.4020618556701,85.05154639175258,2.9053475935828876,NA,NA,NA,NA,NA,NA,NA,1540
2019,350300,Aramina,não,NA,NA,0.74,0.656,0.856,0.723,5253,212,5465,1897,5152,4816,336,NA,248.55973317161917,NA,NA,145.82171012734992,331.4129775621589,NA,NA,4.548211036992117,NA,NA,2.6682838083687086,NA,NA,NA,1649,50.617343844754394,115.03941782898727,86.27956337174045,2.8808645229309437,NA,NA,NA,NA,NA,NA,NA,1540
2010,350310,Arandu,não,0.949375866851595,0.9591261451726568,0.685,0.592,0.806,0.675,4614,1509,6123,1899,6123,4614,1509,4414.105845181675,1486.4154818325435,5900.5213270142185,4388.3112164297,993.0932069510269,715.8009478672985,5381.404423380727,96.36650868878358,24.275934702474988,72.0905739863086,87.88836229594524,16.219062664560298,71.66929963138494,52.28286260352516,73.93823687031082,1899,308,222,461,3.2243285939968405,470.9,246.2,298.56,238.848,176.6,185.3087876523405,1442,1369
2011,350310,Arandu,não,0.949375866851595,0.9591261451726568,0.685,0.592,0.806,0.675,4665,1461,6126,1923,6123,4614,1509,4515.3945421617145,1487.1437598736177,6002.538302035332,4494.548908890816,993.5797788309635,716.1516587677725,5488.12868772178,97.98462784909128,24.275934702474984,73.7086931466163,89.58747449758047,16.219062664560294,73.36841183302018,38.545399485186486,82.72649667175868,1899,311.89257503949443,224.80568720379148,466.826224328594,3.1856474258970358,396.26,152.73999999999998,289.342,231.4736,191.49,175.55892421300348,1493,1369
2012,350310,Arandu,não,0.949375866851595,0.9591261451726568,0.685,0.592,0.806,0.675,4716,1413,6129,1947,6123,4614,1509,4608.358227423391,1487.8720379146919,6096.230265338083,4550.013150822374,994.0663507109003,716.5023696682465,5544.079501533274,99.46533309411132,24.275934702474984,75.18939839163633,90.45651005928005,16.219062664560294,74.23744739471975,38.371423565045426,82.77233415586595,1899,315.7851500789889,227.61137440758296,472.65244865718796,3.147919876733436,399.48999999999995,153.28999999999996,292.18699999999995,233.7496,193.48000000000002,173.70878939129324,1542,1369
2013,350310,Arandu,não,0.949375866851595,0.9591261451726568,0.685,0.592,0.806,0.675,4765,1367,6132,1972,6123,4614,1509,4649.582750743418,1488.6003159557663,6138.183066699185,4619.7915810780105,994.5529225908374,716.8530805687204,5614.344503668848,100.1008327902672,24.275934702474988,75.82489808779222,91.55812954450177,16.219062664560298,75.33906687994147,36.97434413580247,83.35719072684803,1899,319.839915745129,230.53396524486573,478.7214323328067,3.109533468559838,414.71999999999997,153.33999999999997,307.382,245.90560000000002,204.98000000000002,181.12215889023054,1575,1369
2014,350310,Arandu,não,0.949375866851595,0.9591261451726568,0.685,0.592,0.806,0.675,4813,1322,6135,1997,6123,4614,1509,4742.367778436032,1489.3285939968403,6231.696372432872,4682.050882878229,995.039494470774,717.2037914691942,5677.090377349003,101.57614298994086,24.275934702474984,77.30020828746588,92.5361104702364,16.219062664560294,76.3170478056761,40.40932144692451,85.72116223424143,1899,323.89468141126906,233.4565560821485,484.79041600842544,3.072108162243365,447.57,180.86,320.96799999999996,256.77439999999996,220.10999999999999,185.4272854079753,1626,1369
2015,350310,Arandu,não,0.949375866851595,0.9591261451726568,0.685,0.592,0.806,0.675,4860,1278,6138,2022,6123,4614,1509,4752.30796124736,1490.0568720379144,6242.3648332852745,4696.299979297495,995.5260663507108,717.5545023696683,5691.826045648206,101.70030683097546,24.275934702474984,77.42437212850048,92.73095545207242,16.219062664560294,76.51189278751212,37.89708521266792,87.43861061970267,1899,327.94944707740916,236.3791469194313,490.8593996840442,3.035608308605341,412.38,156.27999999999997,302.98400000000004,242.38720000000004,211.94,174.6715821983585,1649,1369
2016,350310,Arandu,não,0.949375866851595,0.9591261451726568,0.685,0.592,0.806,0.675,4908,1236,6144,2046,6123,4614,1509,4741.066147131916,1491.513428120063,6232.579575251979,4740.794587076522,996.4992101105844,718.2559241706161,5737.293797187106,101.44172485761685,24.275934702474984,77.16579015514186,93.38043289692556,16.219062664560294,77.16137023236526,41.31818181818182,103.20074183027434,1899,331.8420221169036,239.18483412322277,496.6856240126382,3.002932551319648,440,181.8,312.74,250.192,258.2,180.72346835459135,1663,1369
2017,350310,Arandu,não,0.949375866851595,0.9591261451726568,0.685,0.592,0.806,0.675,4954,1195,6149,2070,6123,4614,1509,4780.15564634465,1492.727224855187,6272.882871199838,4795.059420289856,997.3101632438124,718.8404423380726,5792.3695835336675,102.01468322003313,24.275934702474984,77.73874851755815,94.20018838077195,16.219062664560294,77.98112571621165,33.944439019627005,107.73922927907013,1899,335.7345971563981,241.99052132701422,502.5118483412322,2.9705314009661836,409.64000000000004,139.05000000000007,312.305,249.84400000000002,269.18,178.9962922317384,1695,1369
2018,350310,Arandu,não,0.949375866851595,0.9591261451726568,0.685,0.592,0.806,0.675,4999,1155,6154,2094,6123,4614,1509,4801.753622065289,1493.9410215903106,6295.6946436556,4831.337334159884,998.1211163770405,719.4249605055293,5829.458450536925,102.30248039739355,24.275934702474984,78.02654569491857,94.72633166293346,16.219062664560294,78.50726899837316,34.13492692058464,108.18046791481794,1899,339.62717219589257,244.7962085308057,508.3380726698262,2.938872970391595,416.67,142.23000000000002,317.109,253.6872,274.44,180.9321862807781,1721,1369
2019,350310,Arandu,não,0.949375866851595,0.9591261451726568,0.685,0.592,0.806,0.675,5043,1116,6159,2118,6123,4614,1509,5322.669073878348,1495.1548183254345,6817.823892203783,5363.388572130156,998.9320695102684,720.0094786729859,6362.320641640425,110.69692956979675,24.275934702474988,86.42099486732177,103.30119567527885,16.219062664560294,87.08213301071855,32.01299779416996,109.52798725892686,1899,343.519747235387,247.60189573459718,514.1642969984202,2.907932011331445,421.61,134.96999999999997,327.13100000000003,261.70480000000003,286.64000000000004,168.3834374500092,1928,1369
2010,350315,Arapeí,não,0.8534107402031931,0.8829268292682927,0.68,0.612,0.812,0.634,1875,618,2493,796,2493,1875,618,1841.5628140703516,544.9522613065326,2386.515075376884,1133.751256281407,382.0929648241206,178.51884422110555,1515.8442211055276,95.72864321608037,21.85929648241206,73.86934673366831,60.80402010050251,15.326633165829145,45.47738693467337,40.52785923753665,3.786948333742733,796,122,57.00000000000001,174,3.1319095477386933,170.5,69.1,122.13,97.70400000000001,3.7,181.69499143309966,689,588
2011,350315,Arapeí,não,0.8534107402031931,0.8829268292682927,0.68,0.612,0.812,0.634,1878,611,2489,803,2493,1875,618,1841.0971050143962,544.0778894472362,2385.174994461632,1124.8015004707954,381.4798994974874,178.2324120603015,1506.2813999682828,95.8286458200736,21.85929648241206,73.96934933766154,60.5175331445674,15.326633165829143,45.19089997873826,26.825307160005657,3.98819407617342,796,123.07286432160804,57.50125628140704,175.53015075376885,3.099626400996264,141.62,37.99000000000001,115.027,92.0216,3.67,171.1710180278408,696,588
2012,350315,Arapeí,não,0.8534107402031931,0.8829268292682927,0.68,0.612,0.812,0.634,1882,603,2485,810,2493,1875,618,1827.4895446970918,543.2035175879397,2370.6930622850314,1156.6286961758506,380.86683417085425,177.9459798994975,1537.4955303467048,95.40012323078597,21.85929648241206,73.5408267483739,61.87104749886135,15.326633165829145,46.54441433303221,31.570349193383702,49.66402782146726,796,124.14572864321607,58.002512562814076,177.0603015075377,3.067901234567901,146.91,46.379999999999995,114.444,91.55520000000001,45.47,171.57154545112465,698,588
2013,350315,Arapeí,não,0.8534107402031931,0.8829268292682927,0.68,0.612,0.812,0.634,1885,596,2481,817,2493,1875,618,1832.2394330917923,542.3291457286432,2374.5685788204355,1407.6306833447773,380.2537688442211,177.65954773869348,1787.8844521889982,95.71014021847786,21.85929648241206,73.8508437360658,72.06305732321637,15.326633165829145,56.736424157387226,28.401079946002707,56.03476518987933,796,125.21859296482413,58.503768844221106,178.59045226130652,3.03671970624235,133.34,37.870000000000005,106.831,85.46480000000001,47.89,159.74313506558698,707,588
2014,350315,Arapeí,não,0.8534107402031931,0.8829268292682927,0.68,0.612,0.812,0.634,1888,589,2477,824,2493,1875,618,1841.9648709963787,541.4547738693468,2383.419644865726,1672.1069737153684,379.64070351758795,177.37311557788948,2051.7476772329564,96.22202845642816,21.859296482412063,74.3627319740161,82.83196113173018,15.326633165829145,67.50532796590103,26.421327596803934,77.57783705826351,796,126.29145728643216,59.005025125628144,180.12060301507537,3.0060679611650487,130.16,34.39,106.08699999999999,84.86959999999999,65.84,157.79308261794992,718,588
2015,350315,Arapeí,não,0.8534107402031931,0.8829268292682927,0.68,0.612,0.812,0.634,1890,582,2472,830,2493,1875,618,1893.584765768444,540.3618090452261,2433.94657481367,1890.7058947987068,378.8743718592965,177.01507537688443,2269.5802666580034,98.4606219584818,21.85929648241206,76.60132547606973,91.81149946027523,15.326633165829145,76.48486629444608,15.711212943046862,94.31806241462645,796,127.21105527638191,59.434673366834176,181.4321608040201,2.978313253012048,106.93,16.80000000000001,95.17,76.13600000000001,71.81,137.69635811449157,745,588
2016,350315,Arapeí,não,0.8534107402031931,0.8829268292682927,0.68,0.612,0.812,0.634,1896,575,2471,838,2493,1875,618,2091.162848859161,540.143216080402,2631.306064939563,1827.6395715699402,378.7211055276382,176.94346733668343,2206.3606770975784,106.4874975693874,21.85929648241206,84.62820108697534,89.29019332649042,15.326633165829145,73.96356016066127,17.119393556538217,111.93876818652531,796,128.43718592964825,60.00753768844221,183.18090452261308,2.948687350835322,110.81,18.97,97.531,78.02480000000001,87.34,127.7797275921664,831,588
2017,350315,Arapeí,não,0.8534107402031931,0.8829268292682927,0.68,0.612,0.812,0.634,1903,569,2472,846,2493,1875,618,2152.02346910416,540.3618090452262,2692.385278149386,1829.1488669780315,378.8743718592965,177.01507537688445,2208.023238837328,108.91526206105931,21.859296482412063,87.05596557864725,89.32132843193074,15.326633165829145,73.99469526610159,4.9634620859827185,104.58759795101709,796,129.66331658291458,60.58040201005026,184.92964824120602,2.921985815602837,105.36999999999999,5.22999999999999,101.709,81.36720000000001,85.1,129.485016553535,863,588
2018,350315,Arapeí,não,0.8534107402031931,0.8829268292682927,0.68,0.612,0.812,0.634,1908,563,2471,854,2493,1875,618,2131.0015941373813,540.143216080402,2671.1448102177833,1826.609156337465,378.7211055276382,176.94346733668343,2205.3302618651032,108.0997495029455,21.85929648241206,86.24045302053344,89.24849299332672,15.326633165829145,73.92185982749757,19.80213818413915,100.4019784006076,796,130.8894472361809,61.153266331658294,186.678391959799,2.8934426229508197,125.34,24.820000000000007,107.966,86.3728,86.72,138.80668183812872,863,588
2019,350315,Arapeí,não,0.8534107402031931,0.8829268292682927,0.68,0.612,0.812,0.634,1914,558,2472,862,2493,1875,618,2219.7629167662876,540.3618090452261,2760.1247258115136,1931.9258446041538,378.87437185929645,177.01507537688443,2310.8002164634504,111.65553097943015,21.85929648241206,89.79623449701809,93.47897315790657,15.326633165829145,78.15233999207742,15.775792038992693,100.88488302010848,796,132.11557788944722,61.72613065326634,188.42713567839195,2.8677494199535962,123.1,19.42,109.506,87.60480000000001,88.38,135.1569737876436,907,588
2010,350320,Araraquara,não,0.8717766339911543,0.8765675619186958,0.815,0.782,0.877,0.788,202739,5923,208662,68750,208662,202739,5923,204598.0230109091,3007.7678836363634,207605.79089454547,203663.21725090907,2121.5234618181817,2652.663098181818,205784.74071272725,99.4938181818182,1.4414545454545453,98.05236363636365,98.6210909090909,1.0167272727272727,97.60436363636363,43.137454249695,107.79722978779185,68750,699,874,991,3.035083636363636,29508,12729,20597.7,16478.16,17763,275.819159755574,77326,67411
2011,350320,Araraquara,não,0.8717766339911543,0.8765675619186958,0.815,0.782,0.877,0.788,204634,5988,210622,70100,208662,202739,5923,184403.75784499207,3036.020392727273,187439.77823771935,184845.64627457396,2141.4513163636366,2677.580043636364,186987.0975909376,88.99344714119101,1.4414545454545453,87.55199259573646,88.77852151766558,1.0167272727272727,87.76179424493832,45.684378400306684,108.11540374055188,68750,712.7258181818182,891.1621818181818,1010.4596363636364,3.004593437945792,32267.309999999998,14741.119999999999,21948.525999999998,17558.820799999998,18983.79,326.0939399930918,70401,67411
2012,350320,Araraquara,não,0.8717766339911543,0.8765675619186958,0.815,0.782,0.877,0.788,206788,6051,212839,71477,208662,202739,5923,219323.48986203442,3067.97744,222391.4673020344,220902.05767997107,2163.99216,2705.76416,223066.04983997106,104.48811886075127,1.4414545454545455,103.04666431529672,104.80506384636794,1.0167272727272727,103.78833657364068,41.46035664822923,86.7998692294384,68750,726.7261527272727,908.6676072727273,1030.3084654545455,2.9777271010255046,32549.72,13495.23,23103.059,18482.447200000002,16042.740000000002,288.5967759067255,84488,67411
2013,350320,Araraquara,não,0.8717766339911543,0.8765675619186958,0.815,0.782,0.877,0.788,208966,6114,215080,72881,208662,202739,5923,207170.09068212862,3100.2804363636365,210270.37111849224,208833.74316537075,2186.777018181818,2734.253381818182,211020.52018355255,97.76379538706166,1.4414545454545453,96.32234084160712,98.11257215154944,1.0167272727272727,97.09584487882218,40.450255116998314,103.59743177575886,68750,741.0010036363636,926.5162763636364,1050.5464872727273,2.9511120868264706,32404.74,13107.8,23229.280000000002,18583.424000000003,19251.95,307.1961922889126,80526,67411
2014,350320,Araraquara,não,0.8717766339911543,0.8765675619186958,0.815,0.782,0.877,0.788,211164,6179,217343,74312,208662,202739,5923,227493.3749864818,3132.900552727273,230626.27553920908,229264.02252874858,2209.7855563636367,2763.022283636364,231473.80808511222,106.11166475994584,1.4414545454545455,104.67021021449129,106.50161637831089,1.016727272727273,105.48488910558362,46.26808077911058,84.35585352943555,68750,755.5503709090909,944.7081890909092,1071.1737018181818,2.924736247174077,33611.659999999996,15551.469999999998,22725.630999999998,18180.5048,15336.32,273.6871029471771,89223,67411
