ugrhi,nome,ano,iqa,iap,iva,iqa_label,iap_label,iva_label,q7_10,q_95_percent,qmedio,demanda_total,demanda_superficial,demanda_total_qmedio,demanda_superficial_q7_10,demanda_total_q95_percent,pop,demanda_per_capita
21,Peixe,2019,69,55,3.5,Bom,Bom,Regular,29,38,82,3.47,2.48,4.231707317073171,8.551724137931034,9.131578947368421,1202017,2151.34394937842
22,Pontal do Paranapanema,2010,75,NA,3.2,Bom,Ótimo,Bom,34,47,92,1.9,0.98,2.0652173913043477,2.8823529411764706,4.042553191489361,134266,21608.687232806522
22,Pontal do Paranapanema,2011,73,NA,3.2,Bom,Ótimo,Bom,34,47,92,1.98,1.02,2.152173913043478,3,4.212765957446808,134784,21525.641025641027
22,Pontal do Paranapanema,2012,74,NA,2.8,Bom,Ótimo,Bom,34,47,92,2.09,1.04,2.2717391304347823,3.058823529411765,4.446808510638298,135354,21434.992685846006
22,Pontal do Paranapanema,2013,73,NA,2.6,Bom,Ótimo,Bom,34,47,92,2.33,1.06,2.5326086956521743,3.1176470588235294,4.957446808510638,135935,21343.377349468497
22,Pontal do Paranapanema,2014,72,NA,3.8,Bom,Ótimo,Regular,34,47,92,3.18,1.85,3.456521739130435,5.4411764705882355,6.765957446808511,136517,21252.38614971029
22,Pontal do Paranapanema,2015,69,NA,3.4,Bom,Ótimo,Regular,34,47,92,3.18,1.85,3.456521739130435,5.4411764705882355,6.765957446808511,137116,21159.543743983195
22,Pontal do Paranapanema,2016,69,NA,3.3,Bom,Ótimo,Bom,34,47,92,2.72,1.75,2.956521739130435,5.147058823529411,5.787234042553192,137728,21065.520446096652
22,Pontal do Paranapanema,2017,72,NA,3,Bom,Ótimo,Bom,34,47,92,2.98,1.94,3.239130434782609,5.705882352941177,6.340425531914893,138348,20971.11631537861
22,Pontal do Paranapanema,2018,74,NA,3.8,Bom,Ótimo,Regular,34,47,92,4.21,2.69,4.576086956521739,7.911764705882353,8.957446808510639,138974,20876.65318692705
22,Pontal do Paranapanema,2019,71,NA,4.1,Bom,Ótimo,Regular,34,47,92,3.83,2.41,4.163043478260869,7.088235294117648,8.148936170212766,139607,20781.995172161856
