ano,munip_cod,munip_nome,munip_turistico,abast_rede_fator_correcao,esgot_fator_correcao,idh_2010,idhm_e_2010,idhm_l_2010,idhm_r_2010,proj_pop_urbana,proj_pop_rural,proj_pop_total,proj_domicilios_total,pop_total_2010,pop_urbana_2010,pop_rural_2010,pop_servida_abast_agua,pop_servida_poco_nasc,pop_abast_sist_adequados,pop_servida_rede_esgoto,pop_fossa_septica,pop_fossa_rudimentar,pop_servida_coleta_esgoto,prop_pop_abast_sist_adequados,prop_pop_servida_poco_nasc,prop_pop_servida_rede_publica_agua,prop_pop_servida_coleta_esgoto,prop_pop_fossa_septica,prop_pop_servida_rede_coleta,prop_perdas_rede_dist,prop_esgoto_tratado,num_dom_fossa_septica,num_dom_fossa_rudimentar,num_dom_abast_poco_na_propriedade,taxa_hab_domicilio,volume_agua_efe_disp,volume_agua_perdido_rede,volume_agua_efe_consumido,volume_esgoto_produzido,volume_esgoto_tratado,consumo_medio_per_capita
2018,353100,Monções,não,1,1,0.772,0.773,0.814,0.731,1888,281,2169,800,2132,1836,296,2301.85125,217.4799465240642,2519.3311965240646,2250.3375,11.598930481283421,345.0681818181818,2261.9364304812834,116.15173796791444,10.026737967914439,106.125,104.28475935828878,0.53475935828877,103.75000000000001,20.67474540592819,115.51931724449884,4.27807486631016,127.27272727272727,80.21390374331551,2.71125,175.76999999999998,36.339999999999975,150.332,120.2656,138.93,183.02520984105044
2010,353110,Mongaguá,sim,0.3650650289017341,0.2746234067207416,0.754,0.699,0.854,0.719,46169,124,46293,14588,46293,46169,124,44893.54750479846,631.498971757609,45525.04647655607,15041.734302166164,25079.077255278313,3982.5688922401973,40120.811557444475,98.34110227584316,1.3641349054017,96.97696737044146,86.6671236632849,54.174664107485604,32.49245955579929,27.477728786106365,26.249292516946166,7903,1255,199,3.1733616671236633,5556.5,1526.8000000000002,4487.74,3590.192,942.4,817.4042856495042
2011,353110,Mongaguá,sim,0.3650650289017341,0.2746234067207416,0.754,0.699,0.854,0.719,46832,205,47037,14903,46293,46169,124,45943.69815095711,641.6481354537975,46585.34628641091,18707.479345732765,25482.136756238004,4046.5749245955585,44189.616101970765,99.03979056149608,1.3641349054016998,97.67565565609438,93.94650190694722,54.174664107485604,39.771837799461615,33.021640348891864,40.482868826492705,8073.650191938579,1282.0993282149714,203.29702495201533,3.1562101590283835,5743.9,1896.7299999999996,4416.189,3532.9512000000004,1430.24,646.7545798982981
2012,353110,Mongaguá,sim,0.3650650289017341,0.2746234067207416,0.754,0.699,0.854,0.719,47696,209,47905,15225,46293,46169,124,47570.854701989425,653.4888264326843,48224.34352842211,27238.841681840753,25952.37284069098,4121.248629010145,53191.214522531736,100.66661836639624,1.3641349054016998,99.30248346099454,111.03478660376108,54.174664107485604,56.86012249627547,38.2159370784198,51.90187582414965,8248.092610364683,1309.8008637236085,207.6895393474088,3.1464696223316913,6589.79,2518.35,4826.945,3861.556,2004.22,485.50180671344077
2013,353110,Mongaguá,sim,0.3650650289017341,0.2746234067207416,0.754,0.699,0.854,0.719,48574,213,48787,15554,46293,46169,124,48321.97783491189,665.5204962983273,48987.49833121022,29027.103069171346,26430.193378119002,4197.126748012065,55457.29644729035,100.41096671492451,1.3641349054016998,99.04683180952281,113.67228246723585,54.174664107485604,59.49761835975024,38.5863693689757,62.85436332013852,8426.327255278311,1338.1046065259118,212.1775431861804,3.1366208049376367,6636.67,2560.85,4844.075,3875.26,2435.77,457.20850353335817
2014,353110,Mongaguá,sim,0.3650650289017341,0.2746234067207416,0.754,0.699,0.854,0.719,49470,217,49687,15890,46293,46169,124,49318.86438497874,677.7977104469427,49996.66209542568,29602.12647992025,26917.765355086372,4274.5534000548405,56519.89183500662,100.62322558300094,1.3641349054017,99.25909067759925,113.75187037858319,54.174664107485604,59.57720627109759,30.96676349280224,90.99636484788853,8608.354126679462,1367.010556621881,216.76103646833013,3.126935179358087,6231.1,1929.5700000000006,4880.401,3904.3208,3552.79,451.6892275595613
2015,353110,Mongaguá,sim,0.3650650289017341,0.2746234067207416,0.754,0.699,0.854,0.719,50382,221,50603,16234,46293,46169,124,49951.19729100988,690.2931861804223,50641.4904771903,30727.146503889882,27414.00527831094,4353.356525911709,58141.15178220082,100.07606362703851,1.3641349054017,98.71192872163681,114.89664996581392,54.174664107485604,60.72198585832832,33.514182699757896,93.47501022995405,8794.714971209212,1396.6047436248973,221.45366054291196,3.117099913761242,5807.78,1946.4299999999994,4445.279,3556.2232000000004,3324.18,396.3546232254497
2016,353110,Mongaguá,sim,0.3650650289017341,0.2746234067207416,0.754,0.699,0.854,0.719,51156,224,51380,16544,46293,46169,124,50568.27556407645,700.8925143953934,51269.16807847185,31564.468383478532,27834.942418426104,4420.201535508637,59399.41080190464,99.78428975957931,1.3641349054016998,98.42015485417761,115.60803970787201,54.174664107485604,61.433375600386405,41.390043657711615,91.34419015728051,8962.656429942419,1423.273923772964,225.68247874965724,3.105657640232108,6711.3,2777.81,4766.8330000000005,3813.4664000000007,3483.38,413.7505590048819
2017,353110,Mongaguá,sim,0.3650650289017341,0.2746234067207416,0.754,0.699,0.854,0.719,51941,228,52169,16860,46293,46169,124,51193.52977298597,711.6555387990128,51905.18531178498,31927.753702634607,28262.380518234164,4488.0789004661365,60190.13422086877,99.49430756154993,1.3641349054016998,98.13017265614823,115.37528842965894,54.174664107485604,61.20062432217333,42.12807158211492,89.69384055108857,9133.848368522073,1450.4592816013162,229.9931450507266,3.094246737841044,7271.09,3063.17,5126.871,4101.4968,3678.79,439.9376808224738
2018,353110,Mongaguá,sim,0.3650650289017341,0.2746234067207416,0.754,0.699,0.854,0.719,52739,231,52970,17182,46293,46169,124,51967.68782878624,722.5822593912804,52690.27008817752,32649.450977625806,28696.319577735125,4556.988620784206,61345.77055536093,99.47190879399193,1.3641349054017,98.10777388859023,115.81229102390208,54.174664107485604,61.63762691641647,48.90115385989355,84.74025439095342,9308.290786948177,1478.1608171099535,234.3856594461201,3.082877429868467,8397.9,4106.67,5523.231,4418.5848,3744.32,463.4730224528808
2010,353120,Monte Alegre do Sul,sim,0.8015463917525774,1.068995633187773,0.759,0.678,0.858,0.752,4091,3061,7152,2347,7152,4091,3061,4738.542820622071,2120.9169152109075,6859.459735832979,3729.8883681295274,731.3506604175544,1810.092884533447,4461.239028547082,95.90967192160205,29.654878568385172,66.25479335321688,62.37750319556882,10.225820195994888,52.151682999573936,15.112145710780448,NA,240.00000000000003,594,696,3.0472944184064765,317.89,48.039999999999964,284.262,227.4096,NA,208.7998146685967
2011,353120,Monte Alegre do Sul,sim,0.8015463917525774,1.068995633187773,0.759,0.678,0.858,0.752,4162,3049,7211,2387,7152,4091,3061,4699.993695446556,2138.413293566255,6838.40698901281,3836.5021713319793,737.3838943331914,1825.0251384746482,4573.8860656651705,94.83299111098059,29.65487856838518,65.17811254259541,63.42928949750618,10.225820195994888,53.20346930151129,15.107891105256558,0,244.09032807839796,604.1235619940348,707.8619514273541,3.0209467951403437,318.84000000000003,48.170000000000016,285.12100000000004,228.09680000000003,0,203.6108386682677
2012,353120,Monte Alegre do Sul,sim,0.8015463917525774,1.068995633187773,0.759,0.678,0.858,0.752,4239,3039,7278,2428,7152,4091,3061,4665.962647972961,2158.282062207073,6824.244710180034,4002.227192218873,744.2351938645079,1841.9821048146569,4746.462386083381,93.76538486095129,29.654878568385172,64.11050629256611,65.21657579119787,10.225820195994888,54.990755595202984,12.664842000497629,0,248.28291435875587,614.5002130379207,720.020451640392,2.9975288303130148,321.52,40.71999999999997,293.016,234.41280000000003,0,200.58420551552064
2013,353120,Monte Alegre do Sul,sim,0.8015463917525774,1.068995633187773,0.759,0.678,0.858,0.752,4317,3030,7347,2470,7152,4091,3061,NA,2178.7439284192587,NA,5341.931311988403,751.2910097997443,1859.4452492543671,6093.222321788147,NA,29.654878568385172,NA,82.93483492293655,10.225820195994887,72.70901472694166,22.719652000543743,0,252.57775884107372,625.1299531316574,732.4755006391138,2.974493927125506,441.38,100.27999999999997,371.184,296.9472,0,190.3698131556268
2014,353120,Monte Alegre do Sul,sim,0.8015463917525774,1.068995633187773,0.759,0.678,0.858,0.752,4395,3020,7415,2512,7152,4091,3061,4852.726823617769,2198.909245845761,7051.63606946353,5468.472269351654,758.2445675330208,1876.6553046442266,6226.716836884675,95.09960983767404,29.654878568385172,65.44473126928887,83.97460332953035,10.225820195994887,73.74878313353547,23.000083070277455,0,256.87260332339156,635.7596932253941,744.9305496378356,2.9518312101910826,481.52,110.75,403.995,323.196,0,202.4030774813791
2015,353120,Monte Alegre do Sul,sim,0.8015463917525774,1.068995633187773,0.759,0.678,0.858,0.752,4474,3010,7484,2555,7152,4091,3061,5151.19702221236,2219.3711120579464,7370.5681342703065,5495.357191567182,765.3003834682573,1894.1184490839369,6260.65757503544,98.48434171927187,29.654878568385172,68.8294631508867,83.65389597856012,10.225820195994887,73.42807578256523,18.89073384092014,0,261.26970600766936,646.6425223689816,757.6821474222412,2.9291585127201567,493.84000000000003,93.29000000000002,428.53700000000003,342.8296,0,213.6483456260855
2016,353120,Monte Alegre do Sul,sim,0.8015463917525774,1.068995633187773,0.759,0.678,0.858,0.752,4543,2993,7536,2594,7152,4091,3061,5183.51955742435,2234.791648913507,7418.311206337857,5835.440285778738,770.6178099701748,1907.2790796761822,6606.058095748913,98.4383121860119,29.654878568385172,68.78343361762673,87.66000657840914,10.225820195994888,77.43418638241425,28.919525488938767,0,265.2577758841074,656.5129953131657,769.2475500639114,2.905165767154973,592.61,171.38000000000005,472.644,378.1152,0,221.90528993140822
2017,353120,Monte Alegre do Sul,sim,0.8015463917525774,1.068995633187773,0.759,0.678,0.858,0.752,4614,2975,7589,2633,7152,4091,3061,5313.616332747327,2250.508734554751,7564.125067302078,5983.548980109694,776.0374946740521,1920.6927993182783,6759.586474783746,99.67222384111317,29.654878568385172,70.017345272728,89.07084562898598,10.225820195994888,78.8450254329911,20.069539634248272,0,269.2458457605454,666.3834682573497,780.8129527055817,2.882263577668059,598.22,120.06,514.178,411.3424,0,235.42998544807486
2018,353120,Monte Alegre do Sul,sim,0.8015463917525774,1.068995633187773,0.759,0.678,0.858,0.752,4684,2958,7642,2673,7152,4091,3061,5444.8155784650635,2266.225820195995,7711.041398661058,6127.712525546587,781.4571793779294,1934.1065189603748,6909.169704924517,100.90344672416983,29.654878568385172,71.24856815578465,90.41049077367857,10.225820195994888,80.18467057768369,16.674451918286003,0,273.33617383894335,676.5070302513847,792.6749041329357,2.8589599700710813,642.24,107.09000000000003,567.277,453.82160000000005,0,253.63193119200764
2010,353130,Monte Alto,não,1,1,0.768,0.707,0.859,0.746,44543,2099,46642,14947,46642,44543,2099,48486.21101224326,2477.670970763364,50963.88198300662,47937.004348698734,723.9542383086907,1763.078209674182,48660.95858700742,109.2660734595571,5.3121027630962745,103.95397069646083,104.32862781829128,1.5521509332976517,102.77647688499363,24.14833535343115,89.87204473934118,232,565,794,3.120492406502977,3877.7,936.3999999999996,3222.2200000000003,2577.7760000000003,2316.7,184.15835782695586
2011,353130,Monte Alto,não,1,1,0.768,0.707,0.859,0.746,44794,2030,46824,15172,46642,44543,2099,49209.641444766676,2487.3389977921993,51696.98044255887,48629.43369364619,726.7791530072925,1769.957851073794,49356.212846653485,110.40701444250571,5.3121027630962745,105.09491167940944,105.4079379093061,1.552150933297652,103.85578697600845,17.476410068895497,92.70306156550616,235.49233959991972,573.5050511808389,805.9522312169667,3.08621144213024,3801.4100000000003,664.3500000000004,3336.3650000000002,2669.0920000000006,2474.3300000000004,187.96694374402236
2012,353130,Monte Alto,não,1,1,0.768,0.707,0.859,0.746,45067,1965,47032,15401,46642,44543,2099,49362.07051490163,2498.388171539439,51860.45868644107,48791.004739951946,730.0076269485515,1777.8202983876363,49521.0123669005,110.26632651480071,5.312102763096273,104.95422375170443,105.2921678153183,1.5521509332976517,103.74001688202064,19.320698290492153,91.94738380433061,239.04676523717134,582.1613032715595,818.116946544457,3.053827673527693,3865.44,746.8299999999999,3342.659,2674.1272000000004,2458.79,187.69791505266548
2013,353130,Monte Alto,não,1,1,0.768,0.707,0.859,0.746,45340,1902,47242,15633,46642,44543,2099,49919.43951896629,2509.543587341942,52428.98310630823,49309.007484168105,733.2671439084767,1785.7583461564193,50042.27462807658,110.97960100399693,5.3121027630962745,105.66749824090066,105.92751074907196,1.552150933297652,104.3753598157743,18.4910580446369,92.26683454955757,242.6477554024219,590.9309560446912,830.4410249548405,3.0219407663276403,3842.56,710.5299999999997,3345.1890000000003,2676.1512000000002,2469.2,185.86667705298345
2014,353130,Monte Alto,não,1,1,0.768,0.707,0.859,0.746,45612,1841,47453,15869,46642,44543,2099,50906.79135421261,2520.7521241720747,53427.54347838469,50027.6444640494,736.5421823777347,1793.7341941526727,50764.18664642714,112.59044418347561,5.312102763096274,107.27834142037933,106.97782362848953,1.5521509332976517,105.42567269519188,18.929323539986648,95.44677962408642,246.31083160500435,599.8518097277046,842.9775874757477,2.9902955447728274,3893.8,737.0700000000002,3377.851,2702.2808000000005,2579.24,184.98544955519944
2015,353130,Monte Alto,não,1,1,0.768,0.707,0.859,0.746,45882,1782,47664,16108,46642,44543,2099,51827.35038490192,2531.960661002208,54359.31104590413,51040.24931710951,739.8172208469928,1801.710042148926,51780.0665379565,114.04689292947326,5.312102763096274,108.73479016637698,108.63558773488693,1.552150933297652,107.08343680158927,21.367224847706712,95.86660465050542,250.02047233558574,608.886064093129,855.6735130795478,2.9590265706481254,3660.7,782.1899999999996,3113.167,2490.5336,2387.59,167.10781729420574
2016,353130,Monte Alto,não,1,1,0.768,0.707,0.859,0.746,46088,1723,47811,16312,46642,44543,2099,52277.89333006375,2539.769452063959,54817.66278212771,51457.204266797446,742.0988827189402,1807.2666755870741,52199.30314951639,114.6549178685401,5.312102763096273,109.34281510544382,109.1784383290799,1.5521509332976515,107.62628739578224,19.322232801186807,116.62083322131025,253.18686023951295,616.5973104970897,866.5102027162641,2.931032368808239,3613.04,698.1199999999999,3124.356,2499.4848,2914.92,166.3494854417892
2017,353130,Monte Alto,não,1,1,0.768,0.707,0.859,0.746,46294,1665,47959,16519,46642,44543,2099,52450.34772080634,2547.631364153342,54997.97908495968,51704.20915309643,744.3960661002208,1812.8611092526928,52448.60521919665,114.67707642978311,5.3121027630962745,109.36497366668684,109.3613403515433,1.5521509332976517,107.80918941824565,19.87126306775894,116.34427503481253,256.39981267143907,624.4219575834616,877.5062554358734,2.903262909377081,3748.73,744.9199999999996,3227.286,2581.8288000000002,3003.8100000000004,171.00889070508637
2018,353130,Monte Alto,não,1,1,0.768,0.707,0.859,0.746,46497,1610,48107,16728,46642,44543,2099,52970.04023194644,2555.4932762427243,55525.53350818917,52302.84606647537,746.6932494815014,1818.4555429183115,53049.53931595688,115.42090238050422,5.312102763096274,110.10879961740794,110.2740543288022,1.552150933297652,108.72190339550454,18.091734935421208,117.2318204863786,259.6438081220312,632.3222051247742,888.6085502107446,2.8758369201339073,3721.8100000000004,673.3400000000001,3250.472,2600.3776000000003,3048.4700000000003,170.26612143453002
2010,353140,Monte Aprazível,não,1,1,0.785,0.72,0.861,0.781,19803,1943,21746,7257,21746,19803,1943,21341.465068210004,2016.681548849387,23358.146617059392,19843.18754306187,719.1732120711036,2307.3473887281248,20562.360755132973,107.41353176243626,9.273804602452804,98.13972715998347,94.55697946809975,3.3071517155849524,91.2498277525148,24.3155401311078,84.99190079133251,239.99999999999997,770,673,2.9965550502962657,1815.3,441.39999999999986,1506.3200000000002,1205.0560000000003,1024.2,207.9758658044839
2011,353140,Monte Aprazível,não,1,1,0.785,0.72,0.861,0.781,20022,1901,21923,7393,21746,19803,1943,21688.735560665493,2033.096182995728,23721.83174366122,20188.256999864738,725.026870607689,2326.1278765330026,20913.283870472427,108.20522621749404,9.273804602452802,98.93142161504124,95.3942611434221,3.3071517155849524,92.08710942783715,13.541559080663687,88.95786225953003,244.49772633319552,784.4302053190024,685.6123742593358,2.9653726498038684,1645.97,222.8900000000001,1489.947,1191.9576,1060.34,202.19905935266306
2012,353140,Monte Aprazível,não,1,1,0.785,0.72,0.861,0.781,20267,1866,22133,7532,21746,19803,1943,22570.84081253319,2052.571172660879,24623.41198519407,20913.51048858205,731.9718892104175,2348.4098112167567,21645.48237779247,111.25203083718462,9.273804602452802,101.97822623473182,97.797326967842,3.3071517155849524,94.49017525225705,16.918120011823827,87.66373766833134,249.0946672178586,799.1787239906298,698.5029626567451,2.9385289431757835,1691.5,286.1700000000001,1491.181,1192.9448,1045.78,195.34871486500344
2013,353140,Monte Aprazível,não,1,1,0.785,0.72,0.861,0.781,20510,1835,22345,7673,21746,19803,1943,22959.465658803598,2072.231638418079,25031.697297221675,21328.65632738173,738.9830508474575,2370.90395480226,22067.63937822919,112.023706857112,9.273804602452804,102.7499022546592,98.75873519010602,3.3071517155849524,95.45158347452107,15.297190170508056,88.60979626436131,253.75775113683338,814.1394515640072,711.5790271462037,2.9121595203961945,1730.71,264.75,1545.385,1236.308,1095.49,198.50905944852195
2014,353140,Monte Aprazível,não,1,1,0.785,0.72,0.861,0.781,20750,1807,22557,7817,21746,19803,1943,23318.80734297045,2091.892104175279,25410.69944714573,21668.224766534477,745.9942124844977,2393.3980983877636,22414.218979018973,112.65105930374486,9.273804602452804,103.37725470129206,99.36702123074421,3.3071517155849524,96.05986951515926,15.454999071667292,92.46867886180185,258.5200496072757,829.4184924900097,724.9333057737357,2.8856338748880646,1723.52,266.3700000000001,1537.061,1229.6488,1137.04,194.34568695729703
2015,353140,Monte Aprazível,não,1,1,0.785,0.72,0.861,0.781,20990,1783,22773,7963,21746,19803,1943,23356.409770187114,2111.923522116577,25468.33329230369,22243.927414291094,753.1376601901612,2416.316659776767,22997.065074481256,111.83565315199442,9.273804602452802,102.56184854954162,100.9839067074222,3.3071517155849524,97.67675499183724,17.32408470312386,93.56177681298796,263.34849111202976,844.9097423177622,738.4730604933168,2.8598518146427225,1637.72,283.72,1439.116,1151.2928,1077.1699999999998,177.25213215318752
2016,353140,Monte Aprazível,não,1,1,0.785,0.72,0.861,0.781,21153,1756,22909,8079,21746,19803,1943,23473.28902091843,2124.5358963759127,25597.824917294343,22526.19086520609,757.6353865233568,2430.74686509577,23283.826251729446,111.73698073811316,9.273804602452804,102.46317613566036,101.6361528295842,3.307151715584953,98.32900111399925,18.837158777971545,111.11323412938627,267.1847871021083,857.2178586192642,749.230673832162,2.8356232206956307,1703.07,320.80999999999995,1478.503,1182.8024,1314.25,179.82148757079142
2017,353140,Monte Aprazível,não,1,1,0.785,0.72,0.861,0.781,21313,1732,23045,8197,21746,19803,1943,23621.335854580942,2137.1482706352485,25758.48412521619,22749.803586678052,762.1331128565522,2445.177070414772,23511.936699534603,111.77471957134384,9.273804602452804,102.50091496889104,102.02619526810415,3.3071517155849524,98.7190435525192,18.76404494382023,110.90879542567554,271.08722612649854,869.7381838225162,760.1737632630563,2.811394412589972,1735.5,325.6500000000001,1507.5449999999998,1206.0359999999998,1337.6,181.55146958680655
2018,353140,Monte Aprazível,não,1,1,0.785,0.72,0.861,0.781,21470,1711,23181,8317,21746,19803,1943,23632.52362630756,2149.760644894584,25782.284271202145,22815.87904292413,766.6308391897477,2459.6072757337743,23582.509882113878,111.22162232518934,9.273804602452802,101.94781772273654,101.73206454473006,3.3071517155849515,98.42491282914511,17.03051865160039,111.94267697557838,275.0558081852005,882.4707179275183,771.3023287859996,2.7871828784417456,1692.08,288.16999999999985,1490.361,1192.2888,1334.6799999999998,178.9622400362489
2010,353150,Monte Azul Paulista,não,1,1,0.753,0.69,0.843,0.733,17713,1218,18931,6019,18931,17713,1218,NA,1471.9568034557235,NA,NA,154.11513540455223,1009.6113972420667,NA,NA,7.775377969762419,NA,NA,0.8140887190563215,NA,NA,NA,48.99999999999999,321,468,3.145206844990862,NA,NA,NA,NA,NA,NA
2011,353150,Monte Azul Paulista,não,1,1,0.753,0.69,0.843,0.733,17692,1167,18859,6065,18931,17713,1218,18619.569991755976,1466.3585313174945,20085.92852307347,19017.583511953835,153.52899152683167,1005.7715567369994,19171.11250348067,106.50579841493966,7.775377969762418,98.73042044517724,101.65497907354933,0.8140887190563215,100.84089035449301,32,17.010309278350515,49.3744808107659,323.45323143379295,471.5766738660907,3.1094806265457544,2500,800,1940,1552,264,279.4818011347133
2012,353150,Monte Azul Paulista,não,1,1,0.753,0.69,0.843,0.733,17663,1119,18782,6112,18931,17713,1218,18782,1460.3714902807774,20242.371490280777,20462.915248691097,152.90214321315833,1001.6650606413024,20615.817391904257,107.77537796976242,7.775377969762418,100,109.76369604889923,0.8140887190563215,108.94960732984292,0,26.986086175942546,49.757102508722376,325.9597939857119,475.23110151187905,3.0729712041884816,2228,0,2228,1782.4,481,298.30107366698604
2013,353150,Monte Azul Paulista,não,1,1,0.753,0.69,0.843,0.733,17631,1074,18705,6159,18931,17713,1218,18027.74476376035,1454.3844492440605,19482.129213004413,17690.635655138823,152.27529489948495,997.5585645456056,17842.91095003831,104.15466032079344,7.775377969762419,96.37928235103102,95.39113044660951,0.8140887190563215,94.5770417275532,0,37.5,50.13972420667884,328.4663565376308,478.8855291576674,3.037018996590356,2134.1,0,2134.1,1707.28,640.23,330.5053266059483
2014,353150,Monte Azul Paulista,não,1,1,0.753,0.69,0.843,0.733,17597,1033,18630,6207,18931,17713,1218,17171.295311744805,1448.5529157667386,18619.848227511542,16925.176413726436,151.6647283601927,993.5587306861604,17076.84114208663,99.94550846758744,7.775377969762419,92.17013049782503,91.66313012392179,0.8140887190563215,90.84904140486547,0,37.18747179348316,50.53048679182588,331.0262502076757,482.6177105831533,3.001449975833736,2658.96,0,2658.96,2127.168,791.04,430.4133522590746
2015,353150,Monte Azul Paulista,não,1,1,0.753,0.69,0.843,0.733,17559,995,18554,6255,18931,17713,1218,17139.090647482015,1442.6436285097193,18581.734275991734,16883.99168665068,151.0460209337099,989.5055657085894,17035.03770758439,100.14947868918689,7.775377969762419,92.37410071942448,91.81328935854474,0.8140887190563215,90.99920063948842,0,37.1880846129862,50.921249376972916,333.58614387772053,486.3498920086393,2.9662669864108713,2052.64,0,2052.64,1642.112,610.6700000000001,333.0771145382086
2016,353150,Monte Azul Paulista,não,1,1,0.753,0.69,0.843,0.733,17522,959,18481,6296,18931,17713,1218,17177.702033036847,1436.9676025917927,18614.66963562864,16916.45536848793,150.4517361687988,985.6123940853962,17066.907104656726,100.72328140051209,7.775377969762419,92.94790343074968,92.34839621587969,0.8140887190563215,91.53430749682337,0,37.18768528807755,51.25502575178601,335.77271972088386,489.5377969762419,2.9353557814485387,2546.71,0,2546.71,2037.3680000000002,757.65,412.45565452383175
2017,353150,Monte Azul Paulista,não,1,1,0.753,0.69,0.843,0.733,17482,926,18408,6337,18931,17713,1218,17492.973962442797,1431.291576673866,18924.265539116663,17336.112356004418,149.85745140388767,981.719222462203,17485.969807408306,102.804571594506,7.775377969762419,95.02919362474358,94.99114410804165,0.8140887190563215,94.17705538898534,48.317948600921184,29.04166597220506,51.5888021265991,337.9592955640472,492.7257019438445,2.9048445636736626,2629.23,1270.39,1739.9569999999999,1391.9656,404.25,274.97546056229766
2018,353150,Monte Azul Paulista,não,1,1,0.753,0.69,0.843,0.733,17440,895,18335,6378,18931,17713,1218,17363.342740671058,1425.6155507559395,18788.958291426996,17205.232831608653,149.26316663897657,977.8260508390098,17354.49599824763,102.47591105223341,7.775377969762419,94.700533082471,94.65228251021341,0.8140887190563215,93.8381937911571,35.79295871948279,31.85963325622786,51.92257850141219,340.1458714072105,495.91360691144706,2.8747256193164,2301.57,823.8000000000002,1724.91,1379.928,439.64000000000004,274.67113454203445
2010,353160,Monte Castelo,não,1,1,0.741,0.709,0.814,0.706,3211,852,4063,1391,4063,3211,852,3499.2624011502517,540.3702372393963,4039.632638389648,3513.867002156722,32.13012221423436,803.2530553558591,3545.997124370956,99.42487419122934,13.299784327821715,86.12508986340762,87.27534148094895,0.7907979870596693,86.48454349388928,0,100,11,275,185.00000000000003,2.920920201294033,350,0,350,280,280,272.8914068177567
2011,353160,Monte Castelo,não,1,1,0.741,0.709,0.814,0.706,3223,830,4053,1402,4063,3211,852,3298.4828815977176,539.040258806614,3837.5231404043316,3298.4828815977176,32.0510424155284,801.2760603882099,3330.533924013246,94.68352184565339,13.299784327821712,81.38373751783168,82.17453550489134,0.7907979870596694,81.38373751783166,37.83783783783784,87.31617647058823,11.086987778576564,277.1746944644141,186.4629762760604,2.890870185449358,370,140,272,217.60000000000002,190,225.92370680762565
2012,353160,Monte Castelo,não,1,1,0.741,0.709,0.814,0.706,3237,808,4045,1413,4063,3211,852,3357.9511677282376,537.9762760603883,3895.927443788626,3357.9511677282376,31.987778576563624,799.6944644140906,3389.938946304801,96.31464632357543,13.299784327821712,83.01486199575372,83.80565998281338,0.7907979870596693,83.0148619957537,0,61.111111111111114,11.173975557153128,279.3493889288282,187.9259525521208,2.862703467799009,450,0,450,360,220,367.1514714619415
2013,353160,Monte Castelo,não,1,1,0.741,0.709,0.814,0.706,3248,787,4035,1424,4063,3211,852,NA,536.6462976276061,NA,3388.9466292134834,31.908698777857655,797.7174694464414,3420.8553279913413,NA,13.299784327821715,NA,84.7795620320035,0.7907979870596693,83.98876404494382,0,64.93506493506493,11.26096333572969,281.5240833932423,189.38892882818118,2.833567415730337,462,0,462,369.6,240,373.4946469048685
2014,353160,Monte Castelo,não,1,1,0.741,0.709,0.814,0.706,3261,766,4027,1435,4063,3211,852,NA,535.5823148813804,NA,NA,31.845434938892883,796.135873472322,NA,NA,13.299784327821712,NA,NA,0.7907979870596693,NA,0,119.68085106382979,11.347951114306253,283.69877785765635,190.85190510424158,2.8062717770034844,470,0,470,376,450,NA
2015,353160,Monte Castelo,não,1,1,0.741,0.709,0.814,0.706,3271,746,4017,1447,4063,3211,852,NA,534.2523364485982,NA,NA,31.766355140186914,794.1588785046728,NA,NA,13.299784327821712,NA,NA,0.7907979870596693,NA,0,60.483870967741936,11.442846872753414,286.07117181883535,192.44787922358017,2.776088458880442,310,0,310,248,150,NA
2016,353160,Monte Castelo,não,1,1,0.741,0.709,0.814,0.706,3284,727,4011,1458,4063,3211,852,NA,533.4543493889289,NA,NA,31.718907260963334,792.9726815240834,NA,NA,13.299784327821712,NA,NA,0.7907979870596693,NA,0,100,11.529834651329978,288.2458662832495,193.91085549964058,2.751028806584362,320,0,320,256,256,NA
2017,353160,Monte Castelo,não,1,1,0.741,0.709,0.814,0.706,3298,709,4007,1469,4063,3211,852,NA,532.9223580158159,NA,NA,31.687275341480944,792.1818835370237,NA,NA,13.29978432782171,NA,NA,0.7907979870596693,NA,0,99.58689879020362,11.616822429906541,290.42056074766356,195.37383177570095,2.7277059223961877,372.78999999999996,0,372.78999999999996,298.23199999999997,297,NA
2018,353160,Monte Castelo,não,1,1,0.741,0.709,0.814,0.706,3311,690,4001,1480,4063,3211,852,NA,532.1243709561467,NA,NA,31.639827462257365,790.9956865564342,NA,NA,13.299784327821712,NA,NA,0.7907979870596693,NA,NA,NA,11.703810208483105,292.59525521207763,196.83680805176135,2.7033783783783782,NA,NA,NA,NA,NA,NA
2010,353170,Monteiro Lobato,não,1,1,0.71,0.627,0.826,0.692,1778,2342,4120,1335,4120,1778,2342,2299.1760299625466,1620.2247191011236,3919.4007490636704,1607.880149812734,518.4719101123595,1657.258426966292,2126.3520599250937,95.13108614232209,39.325842696629216,55.805243445692874,51.61048689138576,12.584269662921347,39.02621722846442,20.28447742733456,59.463745134784475,168,537,525,3.0861423220973783,161.7,32.79999999999998,138.74,110.99200000000002,66,236.40418042685977
